,CountyName,CrashDate,Fatals,Peds,Persons,St_Case,State,StateName,TotalVehicles
1520,BUTLER (13),/Date(1451489100000-0500)/,1,0,3,10778,1,Alabama,2
1521,LAMAR (75),/Date(1449866700000-0500)/,1,0,5,10779,1,Alabama,2
1522,PIKE (109),/Date(1449895200000-0500)/,1,0,3,10780,1,Alabama,1
1523,MOBILE (97),/Date(1449904800000-0500)/,1,0,3,10781,1,Alabama,1
1524,PERRY (105),/Date(1450528200000-0500)/,1,0,2,10782,1,Alabama,1
1525,ELMORE (51),/Date(1450567800000-0500)/,1,1,1,10783,1,Alabama,1
1526,CHILTON (21),/Date(1451026800000-0500)/,3,0,5,10784,1,Alabama,1
1527,PIKE (109),/Date(1443853140000-0400)/,1,0,1,10785,1,Alabama,1
1528,PITTSYLVANIA (143),/Date(1420144200000-0500)/,1,0,1,510001,51,Virginia,1
1529,WINCHESTER (840),/Date(1420243140000-0500)/,1,1,1,510002,51,Virginia,1
1530,TAZEWELL (185),/Date(1420224900000-0500)/,1,0,1,510003,51,Virginia,1
1531,PITTSYLVANIA (143),/Date(1420402500000-0500)/,1,0,3,510004,51,Virginia,2
1532,BRUNSWICK (25),/Date(1420289880000-0500)/,1,0,1,510005,51,Virginia,1
1533,CHARLOTTE (37),/Date(1420525140000-0500)/,1,0,2,510006,51,Virginia,1
1534,CHESTERFIELD (41),/Date(1420548120000-0500)/,1,0,1,510007,51,Virginia,1
1535,CHESAPEAKE (550),/Date(1420351380000-0500)/,1,0,1,510008,51,Virginia,1
1536,WYTHE (197),/Date(1420837980000-0500)/,1,0,2,510009,51,Virginia,2
1537,ROCKINGHAM (165),/Date(1420762200000-0500)/,1,1,1,510010,51,Virginia,1
1538,ROCKBRIDGE (163),/Date(1420562700000-0500)/,1,0,1,510011,51,Virginia,1
1539,CARROLL (35),/Date(1420745700000-0500)/,1,0,2,510012,51,Virginia,2
1540,WARREN (187),/Date(1421040000000-0500)/,1,0,5,510013,51,Virginia,1
1541,HENRICO (87),/Date(1421231400000-0500)/,1,0,1,510014,51,Virginia,1
1542,DINWIDDIE (53),/Date(1421218800000-0500)/,1,0,1,510015,51,Virginia,1
1543,LOUISA (109),/Date(1421373000000-0500)/,1,0,2,510016,51,Virginia,1
1544,HALIFAX (83),/Date(1421538240000-0500)/,1,0,1,510017,51,Virginia,1
1545,CHESAPEAKE (550),/Date(1421576400000-0500)/,1,1,1,510018,51,Virginia,1
1546,HENRICO (87),/Date(1421666220000-0500)/,1,0,3,510019,51,Virginia,2
1547,FAIRFAX (59),/Date(1421604600000-0500)/,1,0,6,510020,51,Virginia,2
1548,SUFFOLK (800),/Date(1421793240000-0500)/,1,0,1,510021,51,Virginia,2
1549,ARLINGTON (13),/Date(1421982660000-0500)/,1,0,1,510022,51,Virginia,1
1550,GREENE (79),/Date(1421741700000-0500)/,1,1,2,510023,51,Virginia,2
1551,NORFOLK (710),/Date(1422034800000-0500)/,1,0,5,510024,51,Virginia,2
1552,SUFFOLK (800),/Date(1422190020000-0500)/,1,0,1,510025,51,Virginia,1
1553,KING AND QUEEN (97),/Date(1422276900000-0500)/,1,0,2,510026,51,Virginia,2
1554,DINWIDDIE (53),/Date(1421960400000-0500)/,1,0,1,510027,51,Virginia,1
1555,FREDERICK (69),/Date(1422004020000-0500)/,1,0,1,510028,51,Virginia,1
1556,MECKLENBURG (117),/Date(1422410760000-0500)/,1,0,1,510029,51,Virginia,1
1557,HALIFAX (83),/Date(1422685920000-0500)/,1,0,1,510030,51,Virginia,1
1558,YORK (199),/Date(1422845280000-0500)/,1,2,1,510031,51,Virginia,1
1559,SHENANDOAH (171),/Date(1422905700000-0500)/,1,0,3,510032,51,Virginia,2
1560,CHESTERFIELD (41),/Date(1422970200000-0500)/,1,0,4,510033,51,Virginia,2
1561,HENRY (89),/Date(1422991080000-0500)/,1,0,5,510034,51,Virginia,2
1562,MONTGOMERY (121),/Date(1422753060000-0500)/,1,0,5,510035,51,Virginia,3
1563,VIRGINIA BEACH (810),/Date(1423000980000-0500)/,1,1,1,510036,51,Virginia,1
1564,CAMPBELL (31),/Date(1423080900000-0500)/,1,0,1,510037,51,Virginia,1
1565,ALBEMARLE (3),/Date(1423120740000-0500)/,1,0,3,510038,51,Virginia,1
1566,FREDERICK (69),/Date(1423059840000-0500)/,1,0,1,510039,51,Virginia,1
1567,FAUQUIER (61),/Date(1423237620000-0500)/,1,0,3,510040,51,Virginia,2
1568,CHARLES CITY (36),/Date(1420824660000-0500)/,1,0,1,510041,51,Virginia,1
1569,WISE (195),/Date(1423268580000-0500)/,1,0,4,510042,51,Virginia,2
1570,WISE (195),/Date(1423331040000-0500)/,1,0,4,510043,51,Virginia,2
1571,ALLEGHANY (5),/Date(1423323000000-0500)/,1,0,1,510044,51,Virginia,1
1572,ALBEMARLE (3),/Date(1423354920000-0500)/,1,0,1,510045,51,Virginia,1
1573,CHESTERFIELD (41),/Date(1423503600000-0500)/,1,0,2,510046,51,Virginia,1
1574,SUFFOLK (800),/Date(1423573440000-0500)/,2,0,3,510047,51,Virginia,2
1575,PORTSMOUTH (740),/Date(1423381200000-0500)/,1,0,1,510048,51,Virginia,1
1576,PRINCE GEORGE (149),/Date(1423370460000-0500)/,1,1,1,510049,51,Virginia,1
1577,VIRGINIA BEACH (810),/Date(1422730140000-0500)/,1,1,2,510050,51,Virginia,1
1578,ORANGE (137),/Date(1423653600000-0500)/,1,0,3,510051,51,Virginia,2
1579,MONTGOMERY (121),/Date(1423946160000-0500)/,1,0,1,510052,51,Virginia,1
1580,BOTETOURT (23),/Date(1423543200000-0500)/,1,0,2,510053,51,Virginia,1
1581,SOUTHAMPTON (175),/Date(1423888200000-0500)/,1,0,2,510054,51,Virginia,2
1582,FREDERICK (69),/Date(1423979700000-0500)/,1,0,1,510055,51,Virginia,1
1583,WYTHE (197),/Date(1424109000000-0500)/,1,0,2,510056,51,Virginia,1
1584,VIRGINIA BEACH (810),/Date(1421998440000-0500)/,1,0,2,510057,51,Virginia,1
1585,LOUDOUN (107),/Date(1424140200000-0500)/,1,0,4,510058,51,Virginia,2
1586,GLOUCESTER (73),/Date(1424292720000-0500)/,1,0,3,510059,51,Virginia,2
1587,CHESAPEAKE (550),/Date(1424226600000-0500)/,1,0,2,510060,51,Virginia,2
1588,CHESTERFIELD (41),/Date(1424544900000-0500)/,1,0,2,510061,51,Virginia,1
1589,HENRICO (87),/Date(1424255880000-0500)/,1,1,1,510062,51,Virginia,1
1590,BRUNSWICK (25),/Date(1424489880000-0500)/,1,0,2,510063,51,Virginia,2
1591,CHESTERFIELD (41),/Date(1424777520000-0500)/,1,0,1,510064,51,Virginia,1
1592,NEWPORT NEWS (700),/Date(1424754240000-0500)/,1,0,2,510065,51,Virginia,2
1593,FAUQUIER (61),/Date(1422058020000-0500)/,1,0,1,510066,51,Virginia,1
1594,CHESTERFIELD (41),/Date(1424862000000-0500)/,1,0,1,510067,51,Virginia,1
1595,HAMPTON (650),/Date(1423740240000-0500)/,1,0,2,510068,51,Virginia,2
1596,FREDERICK (69),/Date(1424873100000-0500)/,1,0,1,510069,51,Virginia,1
1597,PITTSYLVANIA (143),/Date(1424865000000-0500)/,1,0,1,510070,51,Virginia,1
1598,CHESTERFIELD (41),/Date(1425079500000-0500)/,2,0,2,510071,51,Virginia,1
1599,PITTSYLVANIA (143),/Date(1425020400000-0500)/,1,0,1,510072,51,Virginia,1
1600,PITTSYLVANIA (143),/Date(1425158700000-0500)/,1,0,1,510073,51,Virginia,1
1601,BRUNSWICK (25),/Date(1425212100000-0500)/,1,0,4,510074,51,Virginia,1
1602,NEWPORT NEWS (700),/Date(1423090980000-0500)/,1,0,2,510075,51,Virginia,2
1603,FAIRFAX (59),/Date(1421210760000-0500)/,1,1,2,510076,51,Virginia,2
